GenotypeID,DaysToPollen_NEmean,DaysToSilk_NEmean,RootLodgingPct_NEmean,StalkLodgingPct_NEmean,LeafAngle_NEmean,PoorGerm_NEmean,PotentialPollenContamination_NEmean,EarsPerPlant_NEmean,CobWeightGrams_NEmean,HundredKernelMassGrams_NEmean,GrainPercentMoisture_NEmean,EarLengthCM_NEmean,EarWidthCM_NEmean,EarFilledLengthCM_NEmean,KernelRowNumber_NEmean,KernelsPerRow_NEmean,PercentFill_NEmean,SouthernRustSeverityScore_NEmean,LeafAreaIndex_NEmean,LeafLengthCM_NEmean,LeafWidthCM_NEmean,PlantHeightCM_NEmean,NodesWithBraceRoots_NEmean,TillersPerPlant_NEmean,BranchesPerTassel_NEmean,TasselLengthCM_NEmean,BranchZoneLengthCM_NEmean,TasselSpikeLengthCM_NEmean,TotalGrainMassGrams_NEmean,LeafNumber_NEmean
WR3,67.5,69,0,100,NA,0,0,1,10.72,30.53,NA,10.17,3.795,9.5,13.75,16.415,93,1,3.07,74.25,7.5,207.75,1,0,23.665,27.58,11.95,15.63,368.65,12.9575
WU-TAN-TZAO,76,77,47.5,54.5,26.25,0,0,1,13.77,26.46,NA,12.875,4,12.5,13,23.915,97.15,2.25,3.515,89.375,9.15,187.25,1,0,9.83,35.265,7.015,28.25,490.65,14.4575
WXB6,76,80,0,5,NA,0,0,1,14.925,16.44,NA,13.955,3.545,11.95,14.665,25.75,85.65,2.75,4.45,83.5,7.725,175,1,0,15,34.565,10.635,23.935,431.25,13.6675
YANG,64.5,64.5,50,47.5,NA,0,0,1,12.925,18.27,NA,11.955,3.335,11.545,15,21.085,96.5,NA,NA,66.625,8.125,160,1.165,0,12.5,28.715,8.065,20.65,320.1,11.8325
YE_4,73,75.5,50,70,18.45,0,0,1,9.29,23.375,9.25,12.5,3.92,11.46,13.5,24.415,91.9,3.75,2.7,67,7.85,175,1.83,0,20.5,31.385,9.415,21.965,487.75,14
YE-CHI-HUNG,69.5,71.5,50,50,NA,0,1,0.8125,12.91,17.24,NA,13.34,4.015,13.075,12.865,26.265,98,NA,3.615,75.125,7.15,200,2.5,0,14.665,33.215,13.335,19.88,334.35,14.21
YELLOW_3-4,68,70,50,50,NA,0,0,1,8.46,16.305,NA,9.875,3.71,9.71,14.915,20,98.3,NA,1.18,60.25,7.425,NA,1.5,0,23.585,28.06,14.135,13.925,298.15,14.25
YING-55,66,71,47.5,37.5,38.75,0,0,0.9375,11.955,30.465,NA,11.335,3.915,10.54,12.67,18.75,91.8,3,NA,81.125,9.075,174,0.83,0,14.33,36.915,10.75,26.165,456.3,12.165
Yong_28,76,77.5,90,0,NA,0,0,1.0625,18.84,29.09,NA,14.765,4.435,13.31,14.9,21.965,90.1,NA,NA,77.875,7.825,NA,1,0,33,35.2,20.78,14.415,518.65,14.0425
Yu796_NS,70,71.5,0,3,31.45,0,0,1,12.695,25.96,NA,10.79,3.875,10.75,11.83,24.75,99.65,3.25,4.44,73.5,9,146.75,1.665,0,8,34.765,9.4,25.365,521.45,11.7075
ZS01250,65,66,95,0,NA,0,0,1,9.97,20.11,7.9,13.08,3.58,12.92,12.67,29.33,98.8,NA,3.37,61,7.35,157,1.33,0,5,32.5,10.67,21.83,455.4,11.835
ZS1791,74,75.5,10,0,23.75,0,0,1,17.57,24.805,8.75,14.71,3.75,14.17,14.75,31,96.3,2.5,3.725,70.5,8.175,142.25,1.67,0,5.83,29.98,7.865,22.115,736.65,14.5
ZS635,70.5,71.5,0,50,NA,0,0,1.0625,12.43,21.6,8,17.665,3.5,16.46,14.08,32.5,93.15,4,NA,78,7.45,171.25,1.335,0,6.165,33.335,6.365,26.965,733.2,13.375
