Rep,GenotypeID,PI,Anthesis,AnthesisGDD,Silking,SilkingGDD,ASI_NEW,ASIGDD_NEW,Env
2,33-16,GetFrom2021file,80,1730.5,93,2022.5,-13,-292,NE2020
1,33-16,Ames 26771,81,1733,83,1792.5,-2,-59.5,NE2021
2,33-16,MN20_1671,75,1574.5,83,1792.5,-8,-218,NE2021
1,38-11,Ames26604,71,1476.5,77,1590.15,-6,-113.65,MI2020
2,38-11,Ames26604,72,1488.75,79,1632.3,-7,-143.55,MI2020
1,38-11,Ames26604,81,1569.4,87,1698.6,-6,-129.2,MI2021
2,38-11,Ames26604,94,1862.45,97,1923.15,-3,-60.7000000000001,MI2021
1,38-11,GetFrom2021file,80,1730.5,84,1834,-4,-103.5,NE2020
2,38-11,GetFrom2021file,85,1857.5,89,1935.5,-4,-78,NE2020
1,38-11,Ames 26604,77,1629,83,1792.5,-6,-163.5,NE2021
2,38-11,MN20_1699,77,1629,80,1705.5,-3,-76.5,NE2021
1,3IJI1,PI564753,57,1172.3,60,1241.35,-3,-69.05,MI2020
2,3IJI1,PI564753,56,1148.3,60,1241.35,-4,-93.05,MI2020
1,3IJI1,PI564753,76,1481.75,78,1526.3,-2,-44.55,MI2021
2,3IJI1,PI564753,76,1481.75,80,1554.8,-4,-73.05,MI2021
1,3IJI1,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
2,3IJI1,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
1,3IJI1,PI 564753,63,1288.5,66,1354.5,-3,-66,NE2021
2,3IJI1,MN20_1165,63,1288.5,67,1378,-4,-89.5,NE2021
1,4554_INBRED,PI415081,51,1027.65,55,1125.1,-4,-97.4499999999998,MI2020
2,4554_INBRED,PI415081,53,1073.8,55,1125.1,-2,-51.3,MI2020
1,4554_INBRED,GetFrom2021file,62,1247,63,1275,-1,-28,NE2020
2,4554_INBRED,GetFrom2021file,62,1247,63,1275,-1,-28,NE2020
1,4578_INBRED,PI415086,63,1315.4,65,1364.9,-2,-49.5,MI2020
2,4578_INBRED,PI415086,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
1,4578_INBRED,PI415086,72,1386.65,74,1433.9,-2,-47.25,MI2021
2,4578_INBRED,PI415086,79,1540.4,80,1554.8,-1,-14.3999999999999,MI2021
1,4578_INBRED,GetFrom2021file,75,1587.5,75,1587.5,0,0,NE2020
2,4578_INBRED,GetFrom2021file,75,1587.5,76,1615,-1,-27.5,NE2020
1,4578_INBRED,PI 415086,68,1407,68,1407,0,0,NE2021
2,4578_INBRED,MN20_1412,75,1574.5,77,1629,-2,-54.5,NE2021
1,4F-234_BX_4,PI198892,65,1364.9,68,1421.3,-3,-56.3999999999999,MI2020
2,4F-234_BX_4,PI198892,66,1385.4,69,1440.6,-3,-55.1999999999998,MI2020
1,4F-234_BX_4,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
2,4F-234_BX_4,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,4N506,PI601745,67,1403.7,67,1403.7,0,0,MI2020
2,4N506,PI601745,66,1385.4,67,1403.7,-1,-18.3,MI2020
1,4N506,PI601745,87,1698.6,87,1698.6,0,0,MI2021
2,4N506,PI601745,79,1540.4,79,1540.4,0,0,MI2021
1,4N506,GetFrom2021file,73,1533,73,1533,0,0,NE2020
2,4N506,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,4N506,PI 601745,72,1505,73,1527,-1,-22,NE2021
2,4N506,MN20_1407,69,1430.5,70,1454,-1,-23.5,NE2021
1,6F629,PI546483,65,1364.9,68,1421.3,-3,-56.3999999999999,MI2020
2,6F629,PI546483,62,1289.4,62,1289.4,0,0,MI2020
1,6F629,PI546483,83,1605.15,83,1605.15,0,0,MI2021
2,6F629,PI546483,83,1605.15,85,1645.95,-2,-40.8,MI2021
1,6F629,GetFrom2021file,72,1501,77,1640.5,-5,-139.5,NE2020
2,6F629,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,6F629,PI 546483,69,1430.5,71,1481,-2,-50.5,NE2021
2,6F629,MN20_1377,68,1407,73,1527,-5,-120,NE2021
1,6M502,PI601561,72,1488.75,73,1502.8,-1,-14.05,MI2020
2,6M502,PI601561,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,6M502,PI601561,87,1698.6,88,1725.55,-1,-26.95,MI2021
2,6M502,PI601561,85,1645.95,87,1698.6,-2,-52.6499999999999,MI2021
1,6M502,GetFrom2021file,76,1615,76,1615,0,0,NE2020
2,6M502,GetFrom2021file,77,1640.5,78,1669,-1,-28.5,NE2020
1,6M502,PI 601561,72,1505,76,1600.5,-4,-95.5,NE2021
2,6M502,MN20_1511,68,1407,71,1481,-3,-74,NE2021
1,6M502A,PI546484,65,1364.9,69,1440.6,-4,-75.6999999999998,MI2020
2,6M502A,PI546484,69,1440.6,75,1536.1,-6,-95.5,MI2020
1,6M502A,PI546484,88,1725.55,88,1725.55,0,0,MI2021
2,6M502A,PI546484,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
1,6M502A,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
2,6M502A,GetFrom2021file,76,1615,81,1760,-5,-145,NE2020
1,6M502A,PI 546484,67,1378,61,1239,6,139,NE2021
2,6M502A,MN20_1587,68,1407,NA,NA,NA,NA,NE2021
1,78551S,PI601562,61,1263.15,66,1385.4,-5,-122.25,MI2020
2,78551S,PI601562,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
1,78551S,PI601562,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
2,78551S,PI601562,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
1,78551S,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,78551S,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
1,78551S,PI 601562,66,1354.5,67,1378,-1,-23.5,NE2021
2,78551S,MN20_1194,66,1354.5,68,1407,-2,-52.5,NE2021
1,80-2,PI369437,56,1148.3,56,1148.3,0,0,MI2020
2,80-2,PI369437,56,1148.3,56,1148.3,0,0,MI2020
1,80-2,PI369437,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
2,80-2,PI369437,70,1339.35,70,1339.35,0,0,MI2021
1,80-2,GetFrom2021file,63,1275,63,1275,0,0,NE2020
2,80-2,GetFrom2021file,65,1325.5,65,1325.5,0,0,NE2020
1,80-2,PI 369437,57,1140,58,1164.5,-1,-24.5,NE2021
2,80-2,EL19_6292,59,1191,59,1191,0,0,NE2021
1,87916W,PI601563,66,1385.4,69,1440.6,-3,-55.1999999999998,MI2020
2,87916W,PI601563,66,1385.4,73,1502.8,-7,-117.4,MI2020
1,87916W,PI601563,78,1526.3,83,1605.15,-5,-78.8500000000001,MI2021
2,87916W,PI601563,84,1625.4,89,1754.5,-5,-129.1,MI2021
1,87916W,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
2,87916W,GetFrom2021file,68,1399,79,1699.5,-11,-300.5,NE2020
1,87916W,PI 601563,69,1430.5,73,1527,-4,-96.5,NE2021
2,87916W,MN20_1539,68,1407,73,1527,-5,-120,NE2021
1,91IFC2,PI564750,58,1198.25,59,1221.7,-1,-23.45,MI2020
2,91IFC2,PI564750,58,1198.25,59,1221.7,-1,-23.45,MI2020
1,91IFC2,PI564750,68,1306.95,74,1433.9,-6,-126.95,MI2021
2,91IFC2,PI564750,68,1306.95,72,1386.65,-4,-79.7,MI2021
1,91IFC2,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
2,91IFC2,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
1,91IFC2,PI564750,64,1313,65,1334.5,-1,-21.5,NE2021
2,91IFC2,MN20_1169,63,1288.5,66,1354.5,-3,-66,NE2021
1,A,NSL30861,71,1476.5,76,1562.6,-5,-86.0999999999999,MI2020
2,A,NSL30861,67,1403.7,71,1476.5,-4,-72.8,MI2020
1,A,NSL30861,86,1670.4,91,1807.4,-5,-137,MI2021
2,A,NSL30861,85,1645.95,88,1725.55,-3,-79.5999999999999,MI2021
1,A,GetFrom2021file,68,1399,69,1427,-1,-28,NE2020
2,A,GetFrom2021file,80,1730.5,86,1879,-6,-148.5,NE2020
1,A,NSL 30861,73,1527,77,1629,-4,-102,NE2021
2,A,MN20_1570,74,1551,74,1551,0,0,NE2021
1,A12,NSL42873,56,1148.3,58,1198.25,-2,-49.95,MI2020
2,A12,NSL42873,57,1172.3,62,1289.4,-5,-117.1,MI2020
1,A12,GetFrom2021file,65,1325.5,66,1350.5,-1,-25,NE2020
2,A12,GetFrom2021file,63,1275,65,1325.5,-2,-50.5,NE2020
1,A15,Ames23389,54,1098.8,56,1148.3,-2,-49.5,MI2020
2,A15,Ames23389,54,1098.8,54,1098.8,0,0,MI2020
1,A15,Ames23389,69,1322.95,73,1411.55,-4,-88.5999999999999,MI2021
2,A15,Ames23389,70,1339.35,73,1411.55,-3,-72.2,MI2021
1,A15,GetFrom2021file,59,1165,61,1219.5,-2,-54.5,NE2020
2,A15,GetFrom2021file,61,1219.5,61,1219.5,0,0,NE2020
1,A15,Ames 23389,63,1288.5,63,1288.5,0,0,NE2021
2,A15,EL19_6428-12,58,1164.5,60,1217.5,-2,-53,NE2021
1,A155,Ames23396,56,1148.3,60,1241.35,-4,-93.05,MI2020
2,A155,Ames23396,58,1198.25,62,1289.4,-4,-91.1500000000001,MI2020
1,A155,Ames23396,73,1411.55,76,1481.75,-3,-70.2000000000001,MI2021
2,A155,Ames23396,79,1540.4,80,1554.8,-1,-14.3999999999999,MI2021
1,A155,GetFrom2021file,64,1300.5,66,1350.5,-2,-50,NE2020
2,A155,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
1,A155,Ames 23396,59,1191,65,1334.5,-6,-143.5,NE2021
2,A155,MN20_1081,61,1239,63,1288.5,-2,-49.5,NE2021
1,A171,NSL42878,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,A171,NSL42878,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
1,A171,NSL 42878,58,1164.5,62,1261,-4,-96.5,NE2021
2,A171,PR19_7916,59,1191,59,1191,0,0,NE2021
1,A188,Ames22443,83,1605.15,85,1645.95,-2,-40.8,MI2021
2,A188,Ames22443,83,1605.15,85,1645.95,-2,-40.8,MI2021
1,A188,Ames 22443,60,1217.5,62,1261,-2,-43.5,NE2021
2,A188,PR19_7917,64,1313,66,1354.5,-2,-41.5,NE2021
1,A208,Ames23402,75,1458.25,79,1540.4,-4,-82.1500000000001,MI2021
2,A208,Ames23402,77,1509.25,83,1605.15,-6,-95.9000000000001,MI2021
1,A208,Ames 23402,66,1354.5,73,1527,-7,-172.5,NE2021
2,A208,MN20_1770,63,1288.5,70,1454,-7,-165.5,NE2021
1,A239,Ames23405,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
2,A239,Ames23405,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
1,A239,Ames23405,82,1585.25,83,1605.15,-1,-19.9000000000001,MI2021
2,A239,Ames23405,76,1481.75,76,1481.75,0,0,MI2021
1,A239,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,A239,GetFrom2021file,73,1533,75,1587.5,-2,-54.5,NE2020
1,A239,Ames 23405,68,1407,72,1505,-4,-98,NE2021
2,A239,MN20_1339,68,1407,70,1454,-2,-47,NE2021
1,A258,NSL81596,64,1339.05,64,1339.05,0,0,MI2020
2,A258,NSL81596,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
1,A258,NSL81596,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
2,A258,NSL81596,84,1625.4,90,1780.95,-6,-155.55,MI2021
1,A258,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
2,A258,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
1,A258,NSL 81596,71,1481,72,1505,-1,-24,NE2021
2,A258,EL19_6155,68,1407,70,1454,-2,-47,NE2021
1,A305,Ames23417,57,1172.3,61,1263.15,-4,-90.8500000000001,MI2020
2,A305,Ames23417,56,1148.3,63,1315.4,-7,-167.1,MI2020
1,A305,Ames23417,75,1458.25,80,1554.8,-5,-96.55,MI2021
2,A305,Ames23417,75,1458.25,78,1526.3,-3,-68.05,MI2021
1,A305,GetFrom2021file,65,1325.5,66,1350.5,-1,-25,NE2020
2,A305,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
1,A305,Ames 23417,62,1261,66,1354.5,-4,-93.5,NE2021
2,A305,MN20_1064,65,1334.5,67,1378,-2,-43.5,NE2021
1,A321,Ames23421,61,1263.15,66,1385.4,-5,-122.25,MI2020
2,A321,Ames23421,61,1263.15,66,1385.4,-5,-122.25,MI2020
1,A321,Ames23421,78,1526.3,84,1625.4,-6,-99.1000000000001,MI2021
2,A321,Ames23421,76,1481.75,80,1554.8,-4,-73.05,MI2021
1,A321,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,A321,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,A321,Ames 23421,64,1313,65,1334.5,-1,-21.5,NE2021
2,A321,MN20_1248,67,1378,67,1378,0,0,NE2021
1,A322,Ames23422,58,1198.25,59,1221.7,-1,-23.45,MI2020
2,A322,Ames23422,58,1198.25,60,1241.35,-2,-43.0999999999999,MI2020
1,A322,Ames23422,75,1458.25,76,1481.75,-1,-23.5,MI2021
2,A322,Ames23422,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,A322,GetFrom2021file,68,1399,68,1399,0,0,NE2020
2,A322,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
1,A322,Ames 23422,64,1313,65,1334.5,-1,-21.5,NE2021
2,A322,MN20_1179,61,1239,63,1288.5,-2,-49.5,NE2021
1,A334,Ames23423,56,1148.3,62,1289.4,-6,-141.1,MI2020
2,A334,Ames23423,56,1148.3,63,1315.4,-7,-167.1,MI2020
1,A334,Ames23423,72,1386.65,85,1645.95,-13,-259.3,MI2021
2,A334,Ames23423,74,1433.9,84,1625.4,-10,-191.5,MI2021
1,A334,GetFrom2021file,64,1300.5,65,1325.5,-1,-25,NE2020
2,A334,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
1,A334,Ames 23423,61,1239,67,1378,-6,-139,NE2021
2,A334,EL19_6854-34 & EL19_5312-1,63,1288.5,66,1354.5,-3,-66,NE2021
1,A340,Ames23424,56,1148.3,58,1198.25,-2,-49.95,MI2020
2,A340,Ames23424,58,1198.25,63,1315.4,-5,-117.15,MI2020
1,A340,Ames23424,76,1481.75,78,1526.3,-2,-44.55,MI2021
2,A340,Ames23424,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,A340,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
2,A340,GetFrom2021file,66,1350.5,68,1399,-2,-48.5,NE2020
1,A340,Ames 23424,62,1261,65,1334.5,-3,-73.5,NE2021
2,A340,MN20_1113,65,1334.5,66,1354.5,-1,-20,NE2021
1,A344,Ames23425,52,1051.1,53,1073.8,-1,-22.7,MI2020
2,A344,Ames23425,54,1098.8,55,1125.1,-1,-26.3,MI2020
1,A344,Ames23425,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
2,A344,Ames23425,70,1339.35,70,1339.35,0,0,MI2021
1,A344,GetFrom2021file,63,1275,63,1275,0,0,NE2020
2,A344,GetFrom2021file,63,1275,64,1300.5,-1,-25.5,NE2020
1,A344,Ames 23425,57,1140,57,1140,0,0,NE2021
2,A344,MN20_1067,57,1140,60,1217.5,-3,-77.5,NE2021
1,A374,Ames23427,62,1289.4,63,1315.4,-1,-26,MI2020
2,A374,Ames23427,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
1,A374,Ames23427,74,1433.9,77,1509.25,-3,-75.3499999999999,MI2021
2,A374,Ames23427,76,1481.75,80,1554.8,-4,-73.05,MI2021
1,A374,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
2,A374,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
1,A374,Ames 23427,66,1354.5,67,1378,-1,-23.5,NE2021
2,A374,MN20_1189,62,1261,63,1288.5,-1,-27.5,NE2021
1,A3G-3-3-1-313,Ames30939,67,1403.7,71,1476.5,-4,-72.8,MI2020
2,A3G-3-3-1-313,Ames30939,70,1462.2,75,1536.1,-5,-73.8999999999999,MI2020
1,A3G-3-3-1-313,Ames30939,84,1625.4,88,1725.55,-4,-100.15,MI2021
2,A3G-3-3-1-313,Ames30939,81,1569.4,88,1725.55,-7,-156.15,MI2021
1,A3G-3-3-1-313,GetFrom2021file,77,1640.5,78,1669,-1,-28.5,NE2020
2,A3G-3-3-1-313,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
1,A3G-3-3-1-313,Ames 30939,72,1505,73,1527,-1,-22,NE2021
2,A3G-3-3-1-313,MN20_1676,72,1505,75,1574.5,-3,-69.5,NE2021
1,A401,Ames23430,62,1289.4,63,1315.4,-1,-26,MI2020
2,A401,Ames23430,63,1315.4,65,1364.9,-2,-49.5,MI2020
1,A401,Ames23430,78,1526.3,80,1554.8,-2,-28.5,MI2021
2,A401,Ames23430,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
1,A401,GetFrom2021file,71,1472.5,76,1615,-5,-142.5,NE2020
2,A401,GetFrom2021file,72,1501,71,1472.5,1,28.5,NE2020
1,A401,Ames 23430,63,1288.5,63,1288.5,0,0,NE2021
2,A401,MN20_1191,66,1354.5,67,1378,-1,-23.5,NE2021
1,A415-1-3_INBRED,PI221773,68,1421.3,71,1476.5,-3,-55.2000000000001,MI2020
2,A415-1-3_INBRED,PI221773,70,1462.2,74,1519,-4,-56.8,MI2020
1,A415-1-3_INBRED,PI221773,88,1725.55,97,1923.15,-9,-197.6,MI2021
2,A415-1-3_INBRED,PI221773,NA,NA,92,1830.15,NA,NA,MI2021
1,A415-1-3_INBRED,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
2,A415-1-3_INBRED,GetFrom2021file,77,1640.5,85,1857.5,-8,-217,NE2020
1,A415-1-3_INBRED,PI 221773,62,1261,62,1261,0,0,NE2021
2,A415-1-3_INBRED,EL19_6759-1,74,1551,77,1629,-3,-78,NE2021
1,A427,Ames23435,63,1315.4,66,1385.4,-3,-70,MI2020
2,A427,Ames23435,61,1263.15,67,1403.7,-6,-140.55,MI2020
1,A427,Ames23435,79,1540.4,81,1569.4,-2,-29,MI2021
2,A427,Ames23435,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,A427,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,A427,GetFrom2021file,72,1501,77,1640.5,-5,-139.5,NE2020
1,A427,Ames 23435,72,1505,73,1527,-1,-22,NE2021
2,A427,MN20_1243,67,1378,71,1481,-4,-103,NE2021
1,A441-5,Ames 27064,75,1574.5,82,1762.5,-7,-188,NE2021
2,A441-5,18C193 @,73,1527,79,1682.5,-6,-155.5,NE2021
1,A508,Ames23446,53,1073.8,52,1051.1,1,22.7,MI2020
2,A508,Ames23446,53,1073.8,52,1051.1,1,22.7,MI2020
1,A508,Ames23446,76,1481.75,77,1509.25,-1,-27.5,MI2021
2,A508,Ames23446,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,A508,GetFrom2021file,62,1247,61,1219.5,1,27.5,NE2020
2,A508,GetFrom2021file,64,1300.5,64,1300.5,0,0,NE2020
1,A508,Ames 23446,57,1140,58,1164.5,-1,-24.5,NE2021
2,A508,EL19_6246,58,1164.5,59,1191,-1,-26.5,NE2021
1,A548,Ames23449,57,1172.3,60,1241.35,-3,-69.05,MI2020
2,A548,Ames23449,59,1221.7,63,1315.4,-4,-93.7,MI2020
1,A548,Ames23449,70,1339.35,75,1458.25,-5,-118.9,MI2021
2,A548,Ames23449,NA,NA,74,1433.9,NA,NA,MI2021
1,A548,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
2,A548,GetFrom2021file,66,1350.5,71,1472.5,-5,-122,NE2020
1,A548,Ames 23449,63,1288.5,66,1354.5,-3,-66,NE2021
2,A548,MN20_1116,65,1334.5,66,1354.5,-1,-20,NE2021
1,A554,PI587138,57,1172.3,58,1198.25,-1,-25.95,MI2020
2,A554,PI587138,58,1198.25,60,1241.35,-2,-43.0999999999999,MI2020
1,A554,PI587138,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
2,A554,PI587138,72,1386.65,74,1433.9,-2,-47.25,MI2021
1,A554,GetFrom2021file,67,1373.5,67,1373.5,0,0,NE2020
2,A554,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
1,A554,PI 587138,63,1288.5,62,1261,1,27.5,NE2021
2,A554,MN20_1074,60,1217.5,61,1239,-1,-21.5,NE2021
1,A556,Ames23450,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
2,A556,Ames23450,64,1339.05,64,1339.05,0,0,MI2020
1,A556,Ames23450,83,1605.15,84,1625.4,-1,-20.25,MI2021
2,A556,Ames23450,87,1698.6,93,1846.25,-6,-147.65,MI2021
1,A556,GetFrom2021file,68,1399,69,1427,-1,-28,NE2020
2,A556,GetFrom2021file,68,1399,68,1399,0,0,NE2020
1,A556,Ames 23450,67,1378,73,1527,-6,-149,NE2021
2,A556,MN20_1188,65,1334.5,66,1354.5,-1,-20,NE2021
1,A572,Ames23451,54,1098.8,56,1148.3,-2,-49.5,MI2020
2,A572,Ames23451,56,1148.3,58,1198.25,-2,-49.95,MI2020
1,A572,Ames23451,72,1386.65,74,1433.9,-2,-47.25,MI2021
2,A572,Ames23451,75,1458.25,75,1458.25,0,0,MI2021
1,A572,GetFrom2021file,64,1300.5,64,1300.5,0,0,NE2020
2,A572,GetFrom2021file,65,1325.5,65,1325.5,0,0,NE2020
1,A572,Ames 23451,61,1239,62,1261,-1,-22,NE2021
2,A572,MN20_1052,57,1140,61,1239,-4,-99,NE2021
1,A619,PI587139,58,1198.25,63,1315.4,-5,-117.15,MI2020
2,A619,PI587139,60,1241.35,62,1289.4,-2,-48.0500000000002,MI2020
1,A619,PI587139,76,1481.75,77,1509.25,-1,-27.5,MI2021
2,A619,PI587139,76,1481.75,81,1569.4,-5,-87.6500000000001,MI2021
1,A619,GetFrom2021file,68,1399,68,1399,0,0,NE2020
2,A619,GetFrom2021file,68,1399,72,1501,-4,-102,NE2020
1,A619,PI 587139,66,1354.5,67,1378,-1,-23.5,NE2021
2,A619,MN20_1251,61,1239,66,1354.5,-5,-115.5,NE2021
1,A627,Ames23463,62,1289.4,73,1502.8,-11,-213.4,MI2020
2,A627,Ames23463,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,A627,Ames23463,81,1569.4,88,1725.55,-7,-156.15,MI2021
2,A627,Ames23463,88,1725.55,83,1605.15,5,120.4,MI2021
1,A627,GetFrom2021file,67,1373.5,71,1472.5,-4,-99,NE2020
2,A627,GetFrom2021file,69,1427,72,1501,-3,-74,NE2020
1,A627,Ames 23463,65,1334.5,73,1527,-8,-192.5,NE2021
2,A627,EL19_6490-2,63,1288.5,68,1407,-5,-118.5,NE2021
1,A632,PI587140,61,1263.15,62,1289.4,-1,-26.25,MI2020
2,A632,PI587140,64,1339.05,67,1403.7,-3,-64.6500000000001,MI2020
1,A632,PI587140,82,1585.25,85,1645.95,-3,-60.7000000000001,MI2021
2,A632,PI587140,81,1569.4,85,1645.95,-4,-76.55,MI2021
1,A632,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
2,A632,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,A632,PI 587140,66,1354.5,73,1527,-7,-172.5,NE2021
2,A632,MN20_1323,69,1430.5,73,1527,-4,-96.5,NE2021
1,A634,Ames19308,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
2,A634,Ames19308,62,1289.4,65,1364.9,-3,-75.5,MI2020
1,A634,Ames19308,77,1509.25,81,1569.4,-4,-60.1500000000001,MI2021
2,A634,Ames19308,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,A634,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,A634,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,A634,Ames 19308,66,1354.5,68,1407,-2,-52.5,NE2021
2,A634,MN20_1282,65,1334.5,68,1407,-3,-72.5,NE2021
1,A635,Ames19309,60,1241.35,62,1289.4,-2,-48.0500000000002,MI2020
2,A635,Ames19309,62,1289.4,63,1315.4,-1,-26,MI2020
1,A635,Ames19309,81,1569.4,83,1605.15,-2,-35.75,MI2021
2,A635,Ames19309,81,1569.4,85,1645.95,-4,-76.55,MI2021
1,A635,GetFrom2021file,66,1350.5,68,1399,-2,-48.5,NE2020
2,A635,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
1,A635,Ames 19309,63,1288.5,63,1288.5,0,0,NE2021
2,A635,MN20_1222,64,1313,66,1354.5,-2,-41.5,NE2021
1,A641,Ames 19311,61,1239,62,1261,-1,-22,NE2021
2,A641,SNURSE10:17,64,1313,64,1313,0,0,NE2021
1,A648,NSL81597,63,1315.4,67,1403.7,-4,-88.3,MI2020
2,A648,NSL81597,64,1339.05,67,1403.7,-3,-64.6500000000001,MI2020
1,A648,NSL81597,81,1569.4,86,1670.4,-5,-101,MI2021
2,A648,NSL81597,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,A648,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,A648,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
1,A648,NSL81597,68,1407,68,1407,0,0,NE2021
2,A648,MN20_1290,67,1378,68,1407,-1,-29,NE2021
1,A649,Ames23482,56,1148.3,56,1148.3,0,0,MI2020
2,A649,Ames23482,56,1148.3,58,1198.25,-2,-49.95,MI2020
1,A649,Ames23482,67,1282.8,69,1322.95,-2,-40.1500000000001,MI2021
2,A649,Ames23482,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,A649,GetFrom2021file,63,1275,62,1247,1,28,NE2020
2,A649,GetFrom2021file,66,1350.5,66,1350.5,0,0,NE2020
1,A651,Ames23484,55,1125.1,60,1241.35,-5,-116.25,MI2020
2,A651,Ames23484,56,1148.3,59,1221.7,-3,-73.4000000000001,MI2020
1,A651,Ames23484,76,1481.75,78,1526.3,-2,-44.55,MI2021
2,A651,Ames23484,74,1433.9,78,1526.3,-4,-92.3999999999999,MI2021
1,A651,GetFrom2021file,63,1275,64,1300.5,-1,-25.5,NE2020
2,A651,GetFrom2021file,63,1275,63,1275,0,0,NE2020
1,A651,Ames 23484,62,1261,63,1288.5,-1,-27.5,NE2021
2,A651,MN20_1058,60,1217.5,61,1239,-1,-21.5,NE2021
1,A654,PI587141,55,1125.1,55,1125.1,0,0,MI2020
2,A654,PI587141,56,1148.3,56,1148.3,0,0,MI2020
1,A654,PI587141,74,1433.9,75,1458.25,-1,-24.3499999999999,MI2021
2,A654,PI587141,73,1411.55,76,1481.75,-3,-70.2000000000001,MI2021
1,A654,GetFrom2021file,64,1300.5,64,1300.5,0,0,NE2020
2,A654,GetFrom2021file,65,1325.5,65,1325.5,0,0,NE2020
1,A654,PI 587141,60,1217.5,59,1191,1,26.5,NE2021
2,A654,MN20_1090,59,1191,60,1217.5,-1,-26.5,NE2021
1,A659,NSL81599,63,1315.4,67,1403.7,-4,-88.3,MI2020
2,A659,NSL81599,61,1263.15,62,1289.4,-1,-26.25,MI2020
1,A659,NSL81599,81,1569.4,84,1625.4,-3,-56,MI2021
2,A659,NSL81599,82,1585.25,83,1605.15,-1,-19.9000000000001,MI2021
1,A659,GetFrom2021file,70,1448.5,73,1533,-3,-84.5,NE2020
2,A659,GetFrom2021file,69,1427,73,1533,-4,-106,NE2020
